# name,planet_status,mass,mass_error_min,mass_error_max,mass_sini,mass_sini_error_min,mass_sini_error_max,radius,radius_error_min,radius_error_max,orbital_period,orbital_period_error_min,orbital_period_error_max,semi_major_axis,semi_major_axis_error_min,semi_major_axis_error_max,eccentricity,eccentricity_error_min,eccentricity_error_max,inclination,inclination_error_min,inclination_error_max,angular_distance,discovered,updated,omega,omega_error_min,omega_error_max,tperi,tperi_error_min,tperi_error_max,tconj,tconj_error_min,tconj_error_max,tzero_tr,tzero_tr_error_min,tzero_tr_error_max,tzero_tr_sec,tzero_tr_sec_error_min,tzero_tr_sec_error_max,lambda_angle,lambda_angle_error_min,lambda_angle_error_max,impact_parameter,impact_parameter_error_min,impact_parameter_error_max,tzero_vr,tzero_vr_error_min,tzero_vr_error_max,k,k_error_min,k_error_max,temp_calculated,temp_calculated_error_min,temp_calculated_error_max,temp_measured,hot_point_lon,geometric_albedo,geometric_albedo_error_min,geometric_albedo_error_max,log_g,publication_status,detection_type,mass_detection_type,radius_detection_type,alternate_names,molecules,star_name,ra,dec,mag_v,mag_i,mag_j,mag_h,mag_k,star_distance,star_distance_error_min,star_distance_error_max,star_metallicity,star_metallicity_error_min,star_metallicity_error_max,star_mass,star_mass_error_min,star_mass_error_max,star_radius,star_radius_error_min,star_radius_error_max,star_sp_type,star_age,star_age_error_min,star_age_error_max,star_teff,star_teff_error_min,star_teff_error_max,star_detected_disc,star_magnetic_field,star_alternate_names
HD 132563 B b,Confirmed,1.49,0.09,0.09,1.49,0.09,0.09,,,,1544,34,34,2.62,0.04,0.04,0.22,0.09,0.09,,,,0.027292,2011,23/02/2016,158,35,35,2452593,148,148,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Radial Velocity,,,,,HD 132563B,224.5875,44.0433333,9.47,,,,,96,13,13,-0.19,0.1,0.1,1.01,0.01,0.01,,,,,5,,,5985,100,100,,,
HD 133131 A b,Confirmed,1.43,0.04,0.04,1.43,0.04,0.04,,,,649,3,3,1.44,0.005,0.005,0.32,0.03,0.03,,,,,2016,24/08/2016,,,,,,,,,,,,,,,,,,,,,,,,,36.68,0.93,0.93,,,,,,,,,,Published in a refereed paper,Radial Velocity,,,,,HD 133131 A,225.8991938,-27.84098669,8.4,,,,,47,,,-0.306,0.016,0.016,0.95,,,,,,G2V,9.7,,,5799,19,19,,,
HD 133131 A c,Confirmed,0.48,0.14,0.14,0.48,0.14,0.14,,,,3407,970,970,4.36,0.82,0.82,0.47,0.22,0.22,,,,,2016,24/08/2016,,,,2452277,1171,1171,,,,,,,,,,,,,,,,,,,7.57,2.1,2.1,,,,,,,,,,Published in a refereed paper,Radial Velocity,Radial Velocity,,,,HD 133131 A,225.8991938,-27.84098669,8.4,,,,,47,,,-0.306,0.016,0.016,0.95,,,,,,G2V,9.7,,,5799,19,19,,,
HD 133131 B b,Confirmed,2.5,0.05,0.05,2.5,0.05,0.05,,,,6119,831,831,,,,0.62,0.04,0.04,,,,,2016,24/08/2016,,,,2450298,,,,,,,,,,,,,,,,,,,,,37.29,0.65,0.65,,,,,,,,,,Published in a refereed paper,Radial Velocity,Radial Velocity,,,,HD 133131 B,225.8991938,-27.84098669,8.42,,,,,47,,,-0.281,0.013,0.013,0.93,,,,,,G2,9.7,,,5805,15,15,,,
HD 134060 b,Confirmed,0.0351,0.0021,0.0021,0.0351,0.0021,0.0021,,,,3.27,0.0002,0.0002,0.0444,0.0007,0.0007,0.4,0.04,0.04,,,,0.001835,2011,12/09/2011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Submitted to a professional journal,Radial Velocity,,,,,HD 134060,227.6875,-61.4222222,6.29,,,,,24.2,0.25,0.25,,,,,,,,,,G0V,,,,,,,,,
HD 134060 c,Confirmed,0.1507,0.071,0.071,0.1507,0.071,0.071,,,,1160.9,27.046,27.046,2.2263,0.0507,0.0507,0.75,0.19,0.19,,,,0.091996,2011,12/09/2011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Submitted to a professional journal,Radial Velocity,,,,,HD 134060,227.6875,-61.4222222,6.29,,,,,24.2,0.25,0.25,,,,,,,,,,G0V,,,,,,,,,
HD 134113 b,Confirmed,47,3,3,47,3,3,,,,201.68,0.004,0.004,0.638,0.01,0.01,0.0891,0.002,0.002,,,,,2016,10/02/2016,163,0.2,0.2,2456808.54,0.05,0.05,,,,,,,,,,,,,,,,,,,3965,46,55,,,,,,,,,,Published in a refereed paper,Radial Velocity,Radial Velocity,,,,HD 134113,226.9458333,8.87972225,8.26,,,,,71.9,,,-0.74,0.02,0.02,0.81,0.01,0.01,,,,F9V,,,,5782,22,22,,,
HD 134606 b,Confirmed,0.0292,0.003,0.003,0.0292,0.003,0.003,,,,12.083,0.0096,0.0096,0.1023,0.0017,0.0017,0.15,0.1,0.1,,,,0.00386,2011,12/09/2011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Submitted to a professional journal,Radial Velocity,,,,,HD 134606,228.8125,-70.5197222,6.85,,,,,26.5,0.4,0.4,,,,,,,,,,G6IV,,,,,,,,,
HD 134606 c,Confirmed,0.0382,0.0048,0.0048,0.0382,0.0048,0.0048,,,,59.519,0.1746,0.1746,0.2962,0.0049,0.0049,0.29,0.2,0.2,,,,0.011177,2011,12/09/2011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Submitted to a professional journal,Radial Velocity,,,,,HD 134606,228.8125,-70.5197222,6.85,,,,,26.5,0.4,0.4,,,,,,,,,,G6IV,,,,,,,,,
HD 134606 d,Confirmed,0.121,0.013,0.013,0.121,0.013,0.013,,,,459.26,8.3238,8.3238,1.1567,0.0241,0.0241,0.46,0.09,0.09,,,,0.043649,2011,12/09/2011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Submitted to a professional journal,Radial Velocity,,,,,HD 134606,228.8125,-70.5197222,6.85,,,,,26.5,0.4,0.4,,,,,,,,,,G6IV,,,,,,,,,
HD 134987 b,Confirmed,1.59,0.02,0.02,1.59,0.02,0.02,,,,258.19,0.07,0.07,0.81,0.02,0.02,0.233,0.002,0.002,,,,0.036486,1999,15/12/2009,252.7,0.5,0.5,10071,0.8,0.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Radial Velocity,,,,,HD 134987,228.3666667,-25.3091667,6.45,,,,,22.2,1.1,1.1,0.25,0.02,0.02,1.07,0.08,0.08,1.25,0.04,0.04,G5 V,9.7,3.7,3.7,5740,23,23,,,
HD 134987 c,Confirmed,0.82,0.03,0.03,0.82,0.03,0.03,,,,5000,400,400,5.8,0.5,0.5,0.12,0.02,0.02,,,,0.261261,2009,15/12/2009,195,48,48,11100,600,600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Radial Velocity,,,,,HD 134987,228.3666667,-25.3091667,6.45,,,,,22.2,1.1,1.1,0.25,0.02,0.02,1.07,0.08,0.08,1.25,0.04,0.04,G5 V,9.7,3.7,3.7,5740,23,23,,,
HD 136352 b,Confirmed,0.0166,0.0025,0.0025,0.0166,0.0025,0.0025,,,,11.577,0.0056,0.0056,0.0933,0.0015,0.0015,0.18,0.14,0.14,,,,0.006304,2011,12/09/2011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Submitted to a professional journal,Radial Velocity,,,,,HD 136352,230.45,-48.3175,5.65,,,,,14.8,0.08,0.08,,,,,,,,,,G4V,,,,,,,,,
HD 136352 c,Confirmed,0.0358,0.0031,0.0031,0.0358,0.0031,0.0031,,,,27.582,0.0225,0.0225,0.1665,0.0028,0.0028,0.16,0.07,0.07,,,,0.01125,2011,12/09/2011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Submitted to a professional journal,Radial Velocity,,,,,HD 136352,230.45,-48.3175,5.65,,,,,14.8,0.08,0.08,,,,,,,,,,G4V,,,,,,,,,
HD 136352 d,Confirmed,0.03,0.011,0.011,0.03,0.011,0.011,,,,106.72,1.0284,1.0284,0.411,0.0073,0.0073,0.43,0.24,0.24,,,,0.02777,2011,12/09/2011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Submitted to a professional journal,Radial Velocity,,,,,HD 136352,230.45,-48.3175,5.65,,,,,14.8,0.08,0.08,,,,,,,,,,G4V,,,,,,,,,
HD 136418 b,Confirmed,2,0.1,0.1,2,0.1,0.1,,,,464.3,3.2,3.2,1.32,0.03,0.03,0.255,0.041,0.041,,,,0.013442,2010,19/03/2010,12,10,10,2455228,10,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Submitted to a professional journal,Radial Velocity,,,,,HD 136418,229.7791667,41.7333333,7.88,,,,,98.2,5.6,5.6,-0.07,0.03,0.03,1.33,0.09,0.09,3.4,0.1,0.1,G5,4,1,1,5071,44,44,,,
HD 137388 b,Confirmed,0.223,0.029,0.029,0.223,0.029,0.029,,,,330,4,4,0.89,0.02,0.02,0.36,0.12,0.12,,,,0.023421,2011,02/08/2011,86,35,35,2455209,28,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Radial Velocity,,,,,HD 137388,233.9166667,-80.2047222,8.71,,,,,38,3,3,0.18,0.03,0.03,0.86,,,0.82,,,K0/K1V,6.45,0.74,0.74,5240,53,53,,,
HD 13808 b,Confirmed,0.0325,0.0029,0.0029,0.0325,0.0029,0.0029,,,,14.182,0.005,0.005,0.1017,0.0016,0.0016,0.17,0.07,0.07,,,,0.003556,2011,12/09/2011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Radial Velocity,,,,,HD 13808,33.1791667,-53.7438889,8.38,,,,,28.6,0.3,0.3,,,,,,,,,,K2V,,,,,,,,,
HD 13808 c,Confirmed,0.036,0.0051,0.0051,0.036,0.0051,0.0051,,,,53.832,0.1127,0.1127,0.2476,0.0041,0.0041,0.43,,,,,,0.008657,2011,12/09/2011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Submitted to a professional journal,Radial Velocity,,,,,HD 13808,33.1791667,-53.7438889,8.38,,,,,28.6,0.3,0.3,,,,,,,,,,K2V,,,,,,,,,
HD 13908 b,Confirmed,0.865,0.035,0.035,0.865,0.035,0.035,,,,19.382,0.006,0.006,0.154,0.0025,0.0025,0.046,0.022,0.022,,,,,2013,25/08/2014,185,43,43,2455750.93,0.18,0.18,,,,2455756.032,0.156,0.156,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Radial Velocity,,,,,HD 13908,34.56250001,65.59444447,7.51,,,,,71.2,3.5,3.5,0.01,0.04,0.04,1.29,0.04,0.04,,,,F8V,2.9,0.4,0.4,6255,66,66,,,
HD 13908 c,Confirmed,5.13,0.25,0.25,5.13,0.25,0.25,,,,931,17,17,2.03,0.04,0.04,0.12,0.02,0.02,,,,,2013,25/08/2014,185,11,11,2456165,9,9,,,,2456436,15,15,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Radial Velocity,,,,,HD 13908,34.56250001,65.59444447,7.51,,,,,71.2,3.5,3.5,0.01,0.04,0.04,1.29,0.04,0.04,,,,F8V,2.9,0.4,0.4,6255,66,66,,,
HD 13931 b,Confirmed,1.88,0.15,0.15,1.88,0.15,0.15,,,,4218,388,388,5.15,0.29,0.29,0.02,0.05,0.05,,,,0.116516,2010,30/08/2014,290,78,78,2454494,904,904,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Submitted to a professional journal,Radial Velocity,,,,,HD 13931,34.1958333,43.7730556,7.61,,,,,44.2,1.4,1.4,0.03,0.04,0.04,1.02,0.02,0.02,1.23,0.06,0.06,G0,8.4,2,2,5829,44,44,,,
HD 139357 b,Confirmed,9.76,2.15,2.15,9.76,2.15,2.15,,,,1125.7,9,9,2.36,0.2,0.2,0.1,0.02,0.02,,,,0.01944,2009,23/03/2009,235.4,10.6,10.6,2452466.7,3.2,3.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Radial Velocity,,,,,HD 139357,233.8166667,53.9222222,5.98,,,,,121.4,8.2,8.2,-0.13,0.05,0.05,1.35,0.24,0.24,11.47,0.75,0.75,K4III,3.07,1.47,1.47,4700,70,70,,,
HD 14067 b,Confirmed,7.8,0.7,0.7,7.8,0.7,0.7,,,,1455,12,13,3.4,0.1,0.1,0.533,0.047,0.043,,,,,2014,09/10/2014,109.9,5.7,5.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Radial Velocity,,,,,HD 14067,34.293499,23.76782827,6.51,,,,,163.4,12.3,12.3,-0.1,0.08,0.08,2.4,0.2,0.2,12.4,1.1,1.1,G9 III,0.69,0.2,0.2,4815,100,100,,,
HD 141399 b,Confirmed,0.451,0.03,0.03,0.451,0.03,0.03,,,,94.44,0.05,0.05,0.415,0.011,0.011,0.04,0.02,0.02,,,,,2014,16/02/2016,270,80,80,2456998,15,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Radial Velocity,Radial Velocity,,,,HD 141399,236.725,46.98638891,7.2,,,,,36.17,0.5,0.5,0.35,0.03,0.03,1.07,0.08,0.08,1.46,0.15,0.15,K0V,,,,5600,5340,5340,,,
HD 141399 c,Confirmed,1.33,0.08,0.08,1.33,0.08,0.08,,,,201.99,0.08,0.08,0.689,0.02,0.02,0.048,0.009,0.009,,,,,2014,17/02/2016,220,40,40,2456838,10,10,,,,,,,,,,,,,,,,,,,44.2,0.5,0.5,,,,,,,,,,Published in a refereed paper,Radial Velocity,Radial Velocity,,,,HD 141399,236.725,46.98638891,7.2,,,,,36.17,0.5,0.5,0.35,0.03,0.03,1.07,0.08,0.08,1.46,0.15,0.15,K0V,,,,5600,5340,5340,,,
HD 141399 d,Confirmed,1.18,0.08,0.08,1.18,0.08,0.08,,,,1069.8,6.7,6.7,2.09,0.06,0.06,0.074,0.025,0.025,,,,,2014,17/02/2016,220,30,30,2456923,65,65,,,,,,,,,,,,,,,,,,,22.63,0.6,0.6,,,,,,,,,,Published in a refereed paper,Radial Velocity,Radial Velocity,,,,HD 141399,236.725,46.98638891,7.2,,,,,36.17,0.5,0.5,0.35,0.03,0.03,1.07,0.08,0.08,1.46,0.15,0.15,K0V,,,,5600,5340,5340,,,
HD 141399 e,Confirmed,0.66,0.1,0.1,0.66,0.1,0.1,,,,5000,2000,560,5,1.5,1.5,0.26,0.22,0.22,,,,,2014,17/02/2016,350,20,20,2458900,800,800,,,,,,,,,,,,,,,,,,,8.8,0.9,0.9,,,,,,,,,,Published in a refereed paper,Radial Velocity,Radial Velocity,,,,HD 141399,236.725,46.98638891,7.2,,,,,36.17,0.5,0.5,0.35,0.03,0.03,1.07,0.08,0.08,1.46,0.15,0.15,K0V,,,,5600,5340,5340,,,
HD 141937 b,Confirmed,9.7,,,9.7,,,,,,653.22,1.21,1.21,1.52,,,0.41,0.01,0.01,,,,0.045427,2002,29/12/2010,187.72,0.8,0.8,51847.38,1.97,1.97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Radial Velocity,,,,,HD 141937,238.0708333,-18.4358333,7.25,,,,,33.46,,,0.11,,,1.1,,,1.06,,,G2/G3 V,2.55,,,5925,,,,,
HD 142 b,Confirmed,1.25,0.15,0.15,1.25,0.15,0.15,,,,349.7,1.2,1.2,1.02,0.3,0.3,0.17,0.06,0.06,,,,0.049515,2001,15/05/2012,327,26,26,2452683,26,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Radial Velocity,,,,,HD 142,1.5791667,-49.075,5.7,,,,,20.6,,,0.04,0.15,0.15,1.1,,,0.86,0.34,0.34,G1 IV,5.93,,,6180,,,IR Excess,,
HD 142 c,Confirmed,5.3,0.7,0.7,5.3,0.7,0.7,,,,6005,477,477,6.8,0.5,0.5,0.21,0.07,0.07,,,,0.330097,2012,10/10/2013,250,20,20,2455954,223,223,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Radial Velocity,,,,,HD 142,1.5791667,-49.075,5.7,,,,,20.6,,,0.04,0.15,0.15,1.1,,,0.86,0.34,0.34,G1 IV,5.93,,,6180,,,IR Excess,,
HD 142022 A b,Confirmed,29,16,81,5.1,1.5,2.6,,,,1928,39,53,3.03,0.005,0.005,0.53,0.18,0.23,10,6,6,0.084472,2005,26/05/2014,170,10,8,50941,91,91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Radial Velocity,,,,,HD 142022 A,242.5625,-84.2313889,7.7,,,,,35.87,,,0.19,0.04,0.04,0.99,,,0.705,0.135,0.135,K0 V,13.3,3.9,3.9,5382,,,,,
HD 142245 b,Confirmed,1.9,0.2,0.2,1.9,0.2,0.2,,,,1299,48,48,2.77,0.09,0.09,0.32,inf,nan,,,,0.025297,2011,02/09/2011,234,60,60,2454760,240,240,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Radial Velocity,,,,,HD 142245,238.2333333,15.4308333,7.63,,,,,109.5,7.4,7.4,0.23,0.03,0.03,1.69,0.12,0.12,5.2,0.1,0.1,K0,2.3,0.3,0.3,4878,44,44,,,
HD 142415 b,Confirmed,1.62,,,1.62,,,,,,386.3,1.6,1.6,1.05,,,0.5,,,,,,0.030702,2003,29/12/2010,255,4,4,51519,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Radial Velocity,,,,,HD 142415,239.4166667,-60.2,7.34,,,,,34.2,,,0.21,0.05,0.05,1.09,,,1.03,,,G1 V,1.49,,,5834,,,,,
HD 143105 b,Confirmed,1.21,0.06,0.06,1.21,0.06,0.06,,,,2.1974,0.0003,0.0003,0.0379,0.0009,0.0009,0.07,0.07,0,,,,,2016,17/02/2016,,,,2456531.344,0.007,0.007,,,,,,,,,,,,,,,,,,,144,2.6,2.6,,,,,,,,,,Published in a refereed paper,Radial Velocity,Radial Velocity,,,,HD 143105,238.4041667,68.72000002,6.75,,,,,48.7,0.8,0.8,0.15,0.04,0.04,1.51,0.11,0.11,,,,F5,,,,6380,60,60,,,
HD 143361 b,Confirmed,3.12,1.44,1.44,3.12,1.44,1.44,,,,1057,20,20,2,,,0.15,0.17,0.17,,,,0.033698,2008,20/05/2009,237,55,55,3746,147,147,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Radial Velocity,,,,,HD 143361,240.4583333,-44.4344444,9.2,,,,,59.35,,,0.29,,,0.95,,,,,,G0V,,,,,,,,,
HD 143761 b,Confirmed,1.045,0.024,0.024,1.045,0.024,0.024,,,,39.8458,0.0015,0.0015,0.2196,0.0025,0.0025,0.037,0.004,0.004,,,,,2016,11/07/2016,270.6,5.9,5.9,,,,,,,,,,,,,,,,,,,,,,67.28,0.25,0.25,614,,,,,,,,,Published in a refereed paper,Radial Velocity,Radial Velocity,,,,HD 143761,240.2625,33.30361112,5.4,,,,,17.236,0.024,0.024,-0.31,0.05,0.05,0.889,0.03,0.03,1.362,0.026,0.026,G0V,,,,5627,54,54,,,
HD 143761 c,Confirmed,0.079,0.0063,0.0063,0.079,0.0063,0.0063,,,,102.54,0.17,0.17,0.4123,0.0047,0.0047,0.05,0.037,0.061,,,,,2016,11/07/2016,190,140,110,,,,,,,,,,,,,,,,,,,,,,3.74,0.28,0.28,448.1,,,,,,,,,Published in a refereed paper,Radial Velocity,Radial Velocity,,,,HD 143761,240.2625,33.30361112,5.4,,,,,17.236,0.024,0.024,-0.31,0.05,0.05,0.889,0.03,0.03,1.362,0.026,0.026,G0V,,,,5627,54,54,,,
HD 145377 b,Confirmed,5.76,0.1,0.1,5.76,0.1,0.1,,,,103.95,0.13,0.13,0.45,0.004,0.004,0.307,0.017,0.017,,,,0.007799,2008,28/10/2008,138.1,2.8,2.8,54635.4,0.6,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Radial Velocity,,,,,HD 145377,242.9,-27.0780556,8.12,,,,,57.7,3,3,0.12,0.01,0.01,1.12,0.03,0.03,1.14,,,G3V,1.3,1,1,6046,15,15,,,
HD 145457 b,Confirmed,2.9,,,2.9,,,,,,176.3,0.39,0.39,0.76,,,0.112,3.1,3.1,,,,0.006032,2010,18/05/2010,300,26,26,3518,13,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Radial Velocity,,,,,HD 145457,242.5166667,26.7427778,6.57,,,,,126,10,10,-0.14,0.09,0.09,1.9,0.3,0.3,9.9,0.5,0.5,K0,,,,4757,100,100,,,
HD 145934 b,Confirmed,2.28,0.6,0.6,2.28,0.6,0.6,,,,2730,100,100,4.6,0.14,0.14,0.053,0.053,0.053,,,,,2015,07/01/2015,215,62,62,2451430,370,370,,,,,,,,,,,,,,,,,,,22.9,2.6,2.6,,,,,,,,,,Published in a refereed paper,Radial Velocity,Radial Velocity,,,,HD 145934,243.2916667,13.23944445,7.6,,,,,,,,,,,1.748,0.1,0.1,5.38,0.44,0.44,K0,,,,,,,,,
HD 1461 b,Confirmed,0.0203,0.0019,0.0019,0.0203,0.0019,0.0019,,,,5.77152,0.00045,0.00045,0.0634,0.0022,0.0022,0,,,,,,0.002711,2009,26/10/2015,,,,2450366.936,,,,,,,,,,,,,,,,,,,,,2.28,0.15,0.15,,,,,,,,,,Published in a refereed paper,Radial Velocity,Radial Velocity,,,,HD 1461,4.675,-8.0530556,6.64,,,,,23.4,0.5,0.5,0.19,0.01,0.01,1.02,,,1.095,0.026,0.026,G0V,6.3,,,5765,18,18,IR Excess,,
HD 1461 c,Confirmed,0.0176,0.0023,0.0023,0.0176,0.0023,0.0023,,,,13.5052,0.0029,0.0029,0.1117,0.0039,0.0039,0,,,,,,0.004774,2011,26/10/2015,,,,,,,,,,,,,,,,,,,,,,,,,1.49,0.17,0.17,,,,,,,,,,Published in a refereed paper,Radial Velocity,Radial Velocity,,,,HD 1461,4.675,-8.0530556,6.64,,,,,23.4,0.5,0.5,0.19,0.01,0.01,1.02,,,1.095,0.026,0.026,G0V,6.3,,,5765,18,18,IR Excess,,
HD 147018 b,Confirmed,2.12,0.07,0.07,2.12,0.07,0.07,,,,44.236,0.008,0.008,0.2388,0.0039,0.0039,0.4686,0.0081,0.0081,,,,0.005559,2009,20/05/2013,335.97,1.23,1.23,4459.49,0.1,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Radial Velocity,,,,,HD 147018,245.75,-61.6888889,8.3,,,,,42.96,1.6,1.6,0.1,0.05,0.05,0.927,0.031,0.031,,,,G9V,6.36,4.33,4.33,5441,55,55,,,
HD 147018 c,Confirmed,6.56,0.32,0.32,6.56,0.32,0.32,,,,1008,18,18,1.922,0.039,0.039,0.133,0.011,0.011,,,,0.044739,2009,20/05/2013,226.9,6.9,6.9,55301,22,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Radial Velocity,,,,,HD 147018,245.75,-61.6888889,8.3,,,,,42.96,1.6,1.6,0.1,0.05,0.05,0.927,0.031,0.031,,,,G9V,6.36,4.33,4.33,5441,55,55,,,
HD 147379 b,Confirmed,0.0777,0.0076,0.0057,0.0777,0.0076,0.0057,,,,86.54,0.07,0.07,0.3193,0.0002,0.0002,0.01,0.01,0.12,,,,,2017,19/12/2017,93,122,111,,,,,,,,,,,,,,,,,,,,,,5.14,0.48,0.4,,,,,,,,,,Published in a refereed paper,Radial Velocity,Radial Velocity,,,,HD 147379,244.1791667,67.2388889,8.9,,,,,10.735,0.026,0.026,0.16,0.16,0.16,0.58,0.08,0.08,0.57,0.06,0.06,M1V,,,,4090,50,50,,,
HD 147513 b,Confirmed,1.21,,,1.21,,,,,,528.4,6.3,6.3,1.32,,,0.26,0.05,0.05,,,,0.102326,2003,29/12/2010,282,9,9,51672,11,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Radial Velocity,,,,,HD 147513,246.0041667,-39.1927778,5.37,,,,,12.9,,,-0.03,,,0.92,,,1,,,G3/G5V,0.65,,,5701,,,,,
HD 147873 b,Confirmed,5.14,0.34,0.34,5.14,0.34,0.34,,,,116.596,0.023,0.023,0.522,0.018,0.018,0.207,0.013,0.013,,,,,2016,02/04/2016,80,3,3,,,,,,,,,,,,,,,,,,,,,,171.5,1.2,1.2,,,,,,,,,,Published in a refereed paper,Radial Velocity,Radial Velocity,,,,HD 147873,246.4375,-33.45361112,7.96,,,,,104.93,10.9,10.9,-0.03,0.1,0.1,1.38,0.05,0.05,2.29,0.1,0.1,G1V,4,3,3,5972,100,100,,,
HD 147873 c,Confirmed,2.3,0.18,0.18,2.3,0.18,0.18,,,,491.54,0.79,0.79,1.36,0.05,0.05,0.23,0.03,0.03,,,,,2016,02/04/2016,42,11,11,,,,,,,,,,,,,,,,,,,,,,47.9,1.7,1.7,,,,,,,,,,Published in a refereed paper,Radial Velocity,Radial Velocity,,,,HD 147873,246.4375,-33.45361112,7.96,,,,,104.93,10.9,10.9,-0.03,0.1,0.1,1.38,0.05,0.05,2.29,0.1,0.1,G1V,4,3,3,5972,100,100,,,
HD 148156 b,Confirmed,0.85,0.05,0.06,0.85,0.05,0.06,,,,1010,,,2.45,0.05,0.05,0.52,0.09,0.09,,,,0.046183,2009,09/09/2010,35,12,12,4707,20,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Submitted to a professional journal,Radial Velocity,,,,,HD 148156,247.0708333,-46.3175,7.69,,,,,53.05,2.9,2.9,0.29,0.02,0.02,1.22,,,1.21,0.03,0.03,F8V,,,,6308,28,28,,,
HD 148427 b,Confirmed,0.96,0.1,0.1,0.96,0.1,0.1,,,,331.5,3,3,0.93,0.01,0.01,0.16,0.08,0.08,,,,0.015683,2009,13/08/2009,277,68,68,13991,15,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Radial Velocity,,,,,HD 148427,247.1166667,-13.3997222,6.89,,,,,59.3,,,0.154,0.04,0.04,1.45,0.06,0.06,3.22,0.2,0.2,K0IV,2.5,,,5052,44,44,,,
HD 149026 b,Confirmed,0.357,0.0114,0.0135,0.356,0.011,0.013,0.718,0.065,0.065,2.8758916,1.40E-06,1.40E-06,0.04288,0.00033,0.00033,0,,,85.3,0.8,0.8,0.000543,2005,24/02/2015,,,,2453317.838,0.003,0.003,,,,2454597.707,0.00016,0.00016,,,,,,,,,,,,,54.63,11.9,11.9,,,,,,,,,,Published in a refereed paper,Primary Transit,Radial Velocity,Primary Transit,,,HD 149026,247.6208333,38.3472222,8.15,,,,,78.9,6.6,6.6,0.36,0.05,0.05,1.3,0.1,0.1,1.497,0.069,0.069,G0 IV,2,0.8,0.8,6147,50,50,,,
HD 149143 b,Confirmed,1.33,,,1.33,,,1.05,,,4.07206,0.000320041,0.000320041,0.052,,,0.0123,0.0093,0.0115,,,,0.000825,2005,27/02/2015,204.8,55.9,55.9,2453413.1,,,,,,,,,,,,,,,,,,,,,149.28,1.65,1.65,,,,,,,,,,Announced on a professional conference,Radial Velocity,Radial Velocity,Theoretical,,,HD 149143,248.2125,2.0847222,7.9,,,,,63,,,0.26,0.05,0.05,1.1,0.1,0.1,,,,G0 IV,7.6,1.2,1.2,5730,150,150,,,
